Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
705454,MALDEN ROAD,Gospel Oak,NW5 4QY,OPPOSITE 181,35/18,93,Generic LED Lighting,Lighting Column,800,No,527930,185169,-0.15626,51.550918,POINT (-0.15626 51.550918),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
70670,BLACK PATH,West Hampstead,NW6 1PF,BEHIND 193 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,525433,184852,-0.192368,51.548629,POINT (-0.192368 51.548629),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
709568,WICKLOW STREET,King's Cross,WC1X 9BJ,S/O PUB,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,530762,182890,-0.116284,51.529789,POINT (-0.116284 51.529789),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
702844,HAMPSTEAD HILL GARDENS,Hampstead Town,NW3 1PH,OPPOSITE 1,35/18,66,Generic LED Lighting,Lighting Column,500,No,526967,185475,-0.170032,51.553885,POINT (-0.170032 51.553885),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
703222,SPANIARDS ROAD,Hampstead Town,NW3 7JD,12TH FROM J/W NORTH END WAY,35/18,90,Cosmopolis,Lighting Column,800,No,526434,186773,-0.177249,51.56567,POINT (-0.177249 51.56567),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
705411,LEWIS STREET,Kentish Town,NW1 8TD,OPP NO 14,35/18,56,Generic LED Lighting,Lighting Column,600,No,528716,184508,-0.145172,51.544799,POINT (-0.145172 51.544799),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
706145,LUPTON STREET,Kentish Town,NW5 2JB,OPP 9,35/18,27,Generic LED Lighting,Lighting Column,500,No,529133,185575,-0.13877,51.554293,POINT (-0.13877 51.554293),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
704718,POND SQUARE,Highgate,N6 5JX,FRONT PRINCE OF WALES PUB,35/18,100,High Pressure Sodium,Lighting Column,400,Yes,528374,187390,-0.14905,51.570777,POINT (-0.14905 51.570777),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
70329,IVERSON ROAD,West Hampstead,NW6 2HL,O/S NO 4,35/18,56,Generic LED Lighting,Lighting Column,800,No,525464,184776,-0.191948,51.547939,POINT (-0.191948 51.547939),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
701021,FAIRFAX PLACE,Swiss Cottage,NW6 4EJ,O/S 9,35/18,31,Generic LED Lighting,Lighting Column,600,No,526297,184199,-0.180148,51.542568,POINT (-0.180148 51.542568),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
705075,CASTLE ROAD,Kentish Town,NW1 8PL,EAST OF J/W CASTLEHAVEN,35/18,48,Generic LED Lighting,Lighting Column,800,No,528810,184565,-0.143796,51.54529,POINT (-0.143796 51.54529),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
701313,KILBURN PLACE,Kilburn,NW6 4QX,O/S ST MARYS SCHOOL,35/18,56,Generic LED Lighting,Lighting Column,500,No,525421,183731,-0.19294,51.538557,POINT (-0.19294 51.538557),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
706547,CUMBERLAND MARKET,Regent's Park,NW1 3QH,BY PATTERDALE,35/18,42,Generic LED Lighting,Lighting Column,600,No,528946,182754,-0.142499,51.528984,POINT (-0.142499 51.528984),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
708424,FITZROY STREET,Bloomsbury,W1T 6HP,O/S NO 28 MAPLE ST,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,529227,182008,-0.138724,51.522215,POINT (-0.138724 51.522215),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
7011161,TOTTENHAM COURT ROAD,Bloomsbury,WC1E 7HB,ON C/I AT J/W TORRINGTON PLACE,35/18,150,High Pressure Sodium,Lighting Column,800,Yes,529481,181922,-0.135096,51.521384,POINT (-0.135096 51.521384),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
7011202,ALFRED MEWS,Bloomsbury,W1T 7PL,OPP. NO. 77,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,529527,181862,-0.134456,51.520835,POINT (-0.134456 51.520835),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
703886,LAMBOLLE PLACE,Belsize,NW3 4PE,OPP NO 6,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,527309,184566,-0.16543,51.545639,POINT (-0.16543 51.545639),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
7010619,GREVILLE STREET,Holborn and Covent Garden,EC1N 8PQ,OPP 39,35/18,46,Generic LED Lighting,Lighting Column,500,No,531318,181731,-0.108705,51.519244,POINT (-0.108705 51.519244),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
704179,CHURCHILL ROAD,Highgate,NW5 1UJ,OPP 20,35/18,56,Generic LED Lighting,Lighting Column,800,No,528920,185936,-0.141708,51.557586,POINT (-0.141708 51.557586),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
701657,WEST END LANE,Kilburn,NW6 4NX,O/S 9,35/18,60,Generic LED Lighting,Lighting Column,600,No,525422,183770,-0.192912,51.538908,POINT (-0.192912 51.538908),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
570828,YORK WAY,Cantelowes,N1C 4BE,UNDER BRIDGE ON WESTERN FOOTWAY  NORTH OF FREIGHT LANE DEPOT,35/18,50,LED Street Lights,Wall Light,,,530114,184128,-0.125163,51.541064,POINT (-0.125163 51.541064),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
707000,STANHOPE STREET,Regent's Park,NW1 3LR,OPP NETLEY PRIMARY SCHOOL,Continuous,15,LED Belisha Beacons (Undimmed),Lighting Column,300,No,529063,182585,-0.140875,51.527438,POINT (-0.140875 51.527438),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
703457,BELSIZE GROVE,Belsize,NW3 4TR,O/S NO 38,35/18,42,Generic LED Lighting,Lighting Column,600,No,527402,184928,-0.163959,51.548872,POINT (-0.163959 51.548872),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
704816,SHIRLOCK ROAD,Gospel Oak,NW3 2HR,OUTSIDE 45,35/18,21,Generic LED Lighting,Lighting Column,600,No,527845,185628,-0.157319,51.555062,POINT (-0.157319 51.555062),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
709542,WAKEFIELD STREET,King's Cross,WC1H 9RX,1ST FROM WAKEFIELD MEWS,35/18,90,Cosmopolis,Lighting Column,600,No,530308,182526,-0.12296,51.526623,POINT (-0.12296 51.526623),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
701881,ELLERDALE ROAD,Frognal and Fitzjohns,NW3 6BD,O/S 6,35/18,42,Generic LED Lighting,Lighting Column,500,No,526336,185519,-0.179112,51.554422,POINT (-0.179112 51.554422),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
701348,KINGSGATE ROAD,Kilburn,NW6 4LB,OPP 55 MESSINA AVENUE,35/18,42,Generic LED Lighting,Lighting Column,600,No,525198,184244,-0.195972,51.543217,POINT (-0.195972 51.543217),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
570657,FITZROY MEWS,Bloomsbury,VW01655,,35/18,60,Cosmopolis,Wall Light,,,529061,182066,-0.141094,51.522775,POINT (-0.141094 51.522775),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
706757,MORNINGTON STREET,Regent's Park,NW1 7PX,ON BRIDGE,35/18,48,Generic LED Lighting,Lighting Column,300,Yes,528838,183345,-0.143839,51.53432,POINT (-0.143839 51.53432),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
70582,ST CUTHBERT'S ROAD,Fortune Green,NW2 3QL,O/S 8,35/18,21,Generic LED Lighting,Lighting Column,600,No,524564,184871,-0.204887,51.548992,POINT (-0.204887 51.548992),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
709565,WICKLOW STREET,King's Cross,WC1X 9JG,S/O NO. 44,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,530553,182872,-0.119302,51.529675,POINT (-0.119302 51.529675),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
704603,LISSENDEN GARDENS,Highgate,NW5 1NB,OUTSIDE 51-60,35/18,36,Generic LED Lighting,Lighting Column,500,No,528355,185837,-0.14989,51.556825,POINT (-0.14989 51.556825),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
709612,BEDFORD AVENUE,Bloomsbury,WC1B 3AS,BY 9,35/18,29,Generic LED Lighting,Lighting Column,500,No,529844,181549,-0.130005,51.517949,POINT (-0.130005 51.517949),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
701687,WEST END LANE,Fortune Green,NW6 1LJ,S/O NO. 276,35/18,86,Generic LED Lighting,Lighting Column,800,No,525445,185217,-0.192065,51.551907,POINT (-0.192065 51.551907),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
706881,PRINCE ALBERT ROAD,Camden Town with Primrose Hill,NW1 4HA,OPP.4,35/18,104,LED Street Lights,Lighting Column,800,No,528517,183609,-0.148368,51.536765,POINT (-0.148368 51.536765),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
702282,NUTLEY TERRACE,Frognal and Fitzjohns,NW3 5JU,OPP S/O 37C FITZJOHNS AVE,35/18,61,Generic LED Lighting,Lighting Column,600,No,526558,184978,-0.176106,51.549511,POINT (-0.176106 51.549511),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
706835,PARK VILLAGE EAST,Regent's Park,NW1 7PX,OPP.14,,31,Generic LED Lighting,Lighting Column,800,Yes,528746,183446,-0.145128,51.535248,POINT (-0.145128 51.535248),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
705016,ATHLONE STREET,Kentish Town,NW5 4LL,S/O NO. 12A,35/18,48,Generic LED Lighting,Lighting Column,500,No,528489,184882,-0.148307,51.548212,POINT (-0.148307 51.548212),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
702364,PRINCE ARTHUR ROAD,Frognal and Fitzjohns,NW3 6BA,OPP 28,35/18,42,Generic LED Lighting,Lighting Column,500,No,526370,185372,-0.178675,51.553094,POINT (-0.178675 51.553094),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
705887,DUNOLLIE ROAD,Kentish Town,NW5 2XE,S/O NO 35 MONTPELIER GROVE,35/18,48,Generic LED Lighting,Lighting Column,600,No,529334,185385,-0.135942,51.55254,POINT (-0.135942 51.55254),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
703312,WELL WALK,Hampstead Town,NW3 1LT,OPP NO 26,35/18,90,Cosmopolis,Lighting Column,400,Yes,526670,185973,-0.174134,51.558428,POINT (-0.174134 51.558428),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
7011185,PERCY STREET,Bloomsbury,W1T 2AR,S/O BANK,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,400,No,529661,181633,-0.13261,51.518746,POINT (-0.13261 51.518746),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
70322,IVERSON ROAD,West Hampstead,NW6 2HL,S/O NO. 178,35/18,56,Generic LED Lighting,Lighting Column,800,No,525283,184741,-0.19457,51.547665,POINT (-0.19457 51.547665),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
709990,KINGSWAY,Holborn and Covent Garden,WC2B 6PP,OPP GATE ST,35/18,101,Generic LED Lighting,Lighting Column,800,No,530523,181469,-0.120254,51.517074,POINT (-0.120254 51.517074),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
703537,BELSIZE PARK GARDENS,Belsize,NW3 4NJ,O/S NO 89,35/18,42,Generic LED Lighting,Lighting Column,800,No,527427,184623,-0.163709,51.546125,POINT (-0.163709 51.546125),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
7010934,RUGBY STREET,Holborn and Covent Garden,WC1N 3LW,S/O NO. 54,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,530639,182008,-0.118383,51.521891,POINT (-0.118383 51.521891),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
708983,BIDBOROUGH STREET,King's Cross,WC1H 8EG,C/O TOWNHALL,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,0,No,530118,182753,-0.125613,51.528706,POINT (-0.125613 51.528706),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
702900,HEATH STREET,Hampstead Town,NW3 1DU,60M FROM J/W EAST/WEST HEATH ROAD,35/18,61,Generic LED Lighting,Lighting Column,800,No,526333,186199,-0.178911,51.560534,POINT (-0.178911 51.560534),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
701184,GREENCROFT GARDENS,Swiss Cottage,NW6 3LX,O/S 62,35/18,21,Generic LED Lighting,Lighting Column,600,No,526130,184374,-0.182492,51.544178,POINT (-0.182492 51.544178),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
709060,CORAM STREET,Bloomsbury,WC1N 1HQ,BY WITLET COURT,35/18,42,Generic LED Lighting,Lighting Column,600,No,530083,182234,-0.126309,51.52405,POINT (-0.126309 51.52405),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
7010714,LAMB'S CONDUIT STREET,Holborn and Covent Garden,WC1N 3NB,S/O NO. 47,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,530634,181999,-0.118458,51.521811,POINT (-0.118458 51.521811),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
709116,ELM STREET,Holborn and Covent Garden,WC1X 0AU,O/S 1-12,35/18,29,Generic LED Lighting,Lighting Column,500,No,530963,182113,-0.113677,51.52276,POINT (-0.113677 51.52276),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
7011756,ADAMSON ROAD,Belsize,NW3 3EU,O/S Hampstead Theatre,35/18,60,Generic LED Lighting,Lighting Column,,No,526718,184362,-0.174022,51.543939,POINT (-0.174022 51.543939),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
701293,KILBURN HIGH ROAD,Kilburn,NW6 5UA,S/O NO. 61,35/18,50,Generic LED Lighting,Lighting Column,1000,No,525485,183529,-0.19209,51.536728,POINT (-0.19209 51.536728),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
70671,BLACK PATH,West Hampstead,NW6 1PF,R/O 201 SUMATRA ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,525454,184853,-0.192065,51.548634,POINT (-0.192065 51.548634),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
708427,FITZROY STREET,Bloomsbury,W1T 4BN,J/W MAPLE STREET,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,0,No,529241,182014,-0.13852,51.522266,POINT (-0.13852 51.522266),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
570725,SHELTON STREET,Holborn and Covent Garden,WC2H 9LH,,35/18,100,High Pressure Mercury (Ceramic Discharge Metal Halide),Wall Light,,,530174,181090,-0.125421,51.513748,POINT (-0.125421 51.513748),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
7011290,FREIGHT LANE,Cantelowes,N1 0FF,OPP. Camden Transport Hub,35/18,62,LED Street Lights,Lighting Column,1000,No,529985,184049,-0.127051,51.540384,POINT (-0.127051 51.540384),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
709771,CHENIES STREET,Bloomsbury,WC1E 7ET,O/S NO 9,35/18,29,Generic LED Lighting,Lighting Column,500,No,529642,181871,-0.132796,51.520889,POINT (-0.132796 51.520889),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
702865,HEATH HURST ROAD,Hampstead Town,NW3 2RU,OUTSIDE 3B,35/18,60,Cosmopolis,Lighting Column,400,No,527187,185611,-0.166811,51.555058,POINT (-0.166811 51.555058),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
702515,WEST HEATH ROAD,Hampstead Town,NW3 7EX,END OF RD,35/18,93,Generic LED Lighting,Lighting Column,800,No,526075,186293,-0.182598,51.561437,POINT (-0.182598 51.561437),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
708873,WHITFIELD STREET,Bloomsbury,W1T 5HA,S/O NO. 10,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,529305,182062,-0.13758,51.522683,POINT (-0.13758 51.522683),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
702192,LYNDHURST ROAD,Hampstead Town,NW3 5NX,OPP NO 7,35/18,60,Cosmopolis,Lighting Column,600,No,526777,185313,-0.172829,51.552472,POINT (-0.172829 51.552472),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
707718,YORK WAY,St Pancras and Somers Town,N1 0AZ,S/O NO. 173,35/18,110,Generic LED Lighting,Lighting Column,1000,No,530280,183830,-0.122881,51.538348,POINT (-0.122881 51.538348),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
704004,PROVOST ROAD,Haverstock,NW3 4SX,OPP NO 4,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,527933,184485,-0.156465,51.54477,POINT (-0.156465 51.54477),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
701375,LANGTRY ROAD,Kilburn,NW6 5NP,SIDE OF 18,35/18,21,Generic LED Lighting,Lighting Column,600,No,525727,183689,-0.188545,51.538112,POINT (-0.188545 51.538112),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
70431,MAYGROVE ROAD,West Hampstead,NW6 2EB,S/O NO. 38,35/18,50,Generic LED Lighting,Lighting Column,800,No,524795,184707,-0.201616,51.547468,POINT (-0.201616 51.547468),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
7011089,ABBEY ROAD,Kilburn,NW6 4AD,NORTH SIDE OF BRIDGE,35/18,65,Generic LED Lighting,Lighting Column,800,No,525831,183857,-0.186987,51.539599,POINT (-0.186987 51.539599),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
707665,STRATFORD VILLAS,Cantelowes,NW1 9SA,OPPOSITE 16,35/18,56,Generic LED Lighting,Lighting Column,800,No,529508,184349,-0.133815,51.543189,POINT (-0.133815 51.543189),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
7010859,ORMOND CLOSE,Holborn and Covent Garden,WC1N 3BH,S/O NO. 26,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,530438,181904,-0.121317,51.521003,POINT (-0.121317 51.521003),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
701426,MESSINA AVENUE,Kilburn,NW6 4LD,S/O NO. 8,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,525080,184158,-0.197703,51.542471,POINT (-0.197703 51.542471),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
